"StudyID","ArticleCounter","ExperimentCounter","No.","CoderID","ArticleID","StudyNo","StudyType","Experimental_Drug","EffectSizeID","Year","PublicationStatus","PublicationType","Journal","Title","Author","CorrespondenceEmail","DOI","ArticleSource","Country_RegionofOrigin","Continent","SampleNo","SampleSize","Female","FemaleRatio","MeanAge","StudyDesign","IBASampleInfo","IBASampleRandomization","IBAInclusion","IBAExclusion","IBAManipulationInfo","IBADVInfo","IBABaselineTraumaHistory","IBADiaryCodingReliability","IBAAnalysisPlan","IBAPeerReviewed","IBATraumaManipulationCheck","TotalIBAScore","StatExtracted","ExperimentalCondition","Step1_ExperimentalCondition","Intrusion_Predicted_Direction","ComparisonCondition","ComparisonType","Step1_ComparisonCondition","Step2_Individual_technique","Step3_Technique_procedure","Step4_Hypothesized_mechanism","Step4a_Direct_Indirect_involvement","Step4b_Task_Instruction","ExperimentalConditionSampleSize","ComparisonConditionSampleSize","StudySampleSize","TimeOfManipulation","TraumaInductionStimuli","EncodingTask","StimuliNo.","StimuliDuration","DependentVariables","DependentVariablesType","DVTask","ModeOfMeasurement","TimeOfMeasurement","MeasurementDuration","Intrusion_Retro_or_RealTime","Intrusion_Content","ManipulationBeneficial","ResultSummary","PhysioMeasures","ClinicalSymptomMeasures","VoluntaryMemoryMeasure","VoluntaryMemoryDirection","Experimental_Mean","Experimental_SE","Experimental_SD","Comparison_Mean","Comparison_SE","Comparison_SD","GroupDifference","T.test","Z.test","pvalue","EffectSize","EffectSizeType","Notes_fromMo","Notes_fromSZ","DirectionSignSZ","DirectionSignMo","TraumaStimuliType","Physio_binary","Citation_ExpLevel","Citation","Citation_ExpLevel_Detailed","Level2_detailed","ManipulationDiff","TimeDiff","MeasurementDiff","DelayedInterval","sign","F.test","U.test","t.test","CohenD","yi","vi","se","Lower.Limit","Upper.Limit","Z.value","p.value","StudentizedResiduals","outliers","cooks","cooks_inf","DFBETAS","DFBETAS_inf"
21,1,1,94,"MMV & SZ",16,1,"Behavioural",NA,94,2009,"Published","Journal Article","Behaviour Research And Therapy","An experimental analogue study into the role of abstract thinking in trauma-related rumination","Ehring, Thomas; Szeimies, Anna-Kristina; Schaffrick, Christina","t.w.a.ehring@uva.nl","10.1016/j.brat.2008.12.011","Web of Science","Netherlands","Europe",3,83,56,0.674698795,24.08,"Between-subject",1,1,1,1,1,1,0,NA,1,1,1,9,"Table 4, page 291","Concrete thinking","Concrete processing","Decrease","Distraction","Experimental task","Film-related rumination","Concrete processing vs. Film-related rumination","Behavioural","Verbal","Direct","Task",28,27.5,55.5,"Immediate post","Trauma film","Trauma film","8","17 minutes","Intrusion Frequency","Intrusion frequency","Intrusions questionnaire (REMINDER)","Self-report questionnaire","Same day post trauma film","2 minutes","Retrospective",NA,"Null","Both conditions did not significantly in terms of lab intrusions.","HR",NA,"No",NA,5.37,NA,4.715,7.3475,NA,7.9275,"-4.5",NA,NA,"0.82","Not Reported","Not Reported","Intrusion content info Not Reported",NA,NA,NA,"Film","Yes","Ehring et al., 2009","Ehring et al., 2009","Ehring et al., 2009, Reminder","Concrete processing vs. Film-related rumination",NA,NA,"Reminder",NA,-1,NA,NA,NA,NA,0.258005706170401,0.0509180884159833,0.225650367639814,-0.184269014403635,0.700280426744436,1.14338704106271,0.252877930512842,-0.028583224469185,0,0.00062208764531465,0,-0.0030762011479999,0
49,1,1,220.5,"SZ",42,1,"Behavioural",NA,220.5,2014,"Published","Journal Article","Emotion","Attenuating fearful memories: effect of cued extinction on intrusions","Marks, Elizabeth H.; Zoellner, Lori A.","ehm4@uw.edu","10.1037/a0037862","Web of Science","USA","North america",3,163,98,0.601226994,18.93,"Between-subject",1,1,1,1,1,1,1,NA,0,1,1,9,"page 1148","Pre-extinction-CS ","Trauma reminder + extinction","Decrease","Pre-extinction scrambled CS","Experimental task","Trauma reminder + Extinction","Trauma reminder + extinction vs. Extinction","Behavioural","Imagery","Direct","Task",43,52.5,95.5,"Delayed post","Trauma film","Trauma film","1","10min","Intrusion Frequency","Intrusion frequency","telephone assessment (intrusion questionnaire)","Self-report questionnaire","3rd day post trauma film",NA,"Retrospective","Thought","Null","Trend level difference between pre-CS and delayed-CS group",NA,NA,"No",NA,1.59333333333333,0.16,1.88,0.961666666666667,0.125,1.16833333333333,"1.16","t(145)=2.98",NA,"0.05","Not provided","Cohen's d","This article seems to have two control conditions, should we just compare the manipulation with the two controls? Ask Dr. Hu for comparison groups. If two control groups, should we also compare the two control groups? Only the no-task group doesn't need comparison? should we consider control group (from paper)as experimental manipulation? Ans: only compare the major manipulation with the control conditions",NA,NA,NA,"Film","No","Marks & Zoellner, 2014","Marks & Zoellner, 2014","Marks & Zoellner, 2014","Trauma reminder + extinction vs. Extinction",NA,NA,NA,"2 days ",1,NA,NA,2.4075,0.4975,-0.363392517985569,0.0287279834085332,0.169493313757603,-0.695599412950471,-0.0311856230206678,-2.14399323447807,0.0320334288805162,-1.66003708990909,0.333333333333333,0.000104037337422723,0,-0.00361827135990107,0
55,1,1,255,"SZ",47,1,"Behavioural",NA,255,2014,"Published","Journal Article","Psychological Reports","Refraining from intrusive thoughts is strategy dependent: a comment on sugiura, et al. and a preliminary informal test of detached mindfulness, acceptance, and other strategies","Wells, Adrian; Roussis, Panagiotis","adrian.wells@ manchester.ac.uk","10.2466/02.PR0.115c21z9","Web of Science","England","Europe",4,56,32,0.571428571,21.5,"Between-subject",1,1,1,1,1,1,1,NA,0,1,0,8,"page 3","Detached mindfulness (disengaged processing) towards intrusions","Detached mindfulness (disengaged processing) towards intrusions","Decrease","Control","No-task","No-Task","Detached mindfulness","Behavioural","Emotion","Direct","Instruction",14,14,28,"Immediate post","Trauma film","Trauma film","Not Provided","15min","Intrusion Frequency","Intrusion frequency","6-point Likert scale","Self-report questionnaire","Same day post trauma film",NA,"Retrospective","Image","Positive","Detached mindfulness group showed lower intrusions than the control group",NA,NA,"No",NA,1.14,NA,0.36,1.64,NA,0.63,"-0.5",NA,NA,"0.05","0.95","Hedge’s g",NA,NA,NA,NA,"Film","No","Wells & Roussis, 2014","Wells & Roussis, 2014","Wells & Roussis, 2014","Detached mindfulness",NA,NA,NA,NA,-1,NA,NA,NA,NA,0.94608,0.15884,0.398547362304658,0.164927169882871,1.72723283011713,2.37382075377229,0.017605094612647,1.36698425034269,0,0.0989475169784283,0,0.324066161642072,0
73,NA,NA,306,"SZ",64,1,"Behavioural",NA,306,2012,"Published","Journal Article","Memory","The impact of perceived self-efficacy on memory for aversive experiences","Brown, Adam D.; Joscelyne, Amy; Dorfman, Michelle L.; Marmar, Charles R.; Bryant, Richard A.","adam.brown@nyumc.org","10.1080/09658211.2012.667110","Web of Science","USA","North america",2,33,23,0.696969697,19.66,"Between-subject",1,1,1,1,1,1,0,NA,0,1,1,8,"page 379, Table 4","High self efficacy","High self efficacy","Decrease","Low self-efficacy","Experimental task","Low self efficacy","High vs. Low self efficacy","Behavioural","Other","Indirect","Task",17,16,33,"Pre","Trauma film","Trauma film","1","10min","Intrusion Frequency","Intrusion frequency","Self-report intrusion frequency","Self-report questionnaire","24 hours post trauma film","24h","Retrospective","Not provided","Positive","Individuals in the HSE condition had significantly fewer visual intrusions than individuals in the LSE condition, 24 hour after the film",NA,NA,"Yes","Mixed",3.35,NA,1.82,5,NA,2.2,"-1.65","t(31)=2.31",NA,"<0.05","0.8","Cohen's d","This paper reported film-related distress, does it count as intrusion-related distress?",NA,NA,NA,"Film","No","Brown et al., 2012","Brown et al., 2012","Brown et al., 2012","High vs. Low self efficacy",NA,NA,NA,NA,-1,NA,NA,-2.31,-0.8,0.79971,0.13101,0.361953035627552,0.0902820501699979,1.50913794983,2.2094302886933,0.0271447262267466,1.12559773571113,0,0.0726117020561036,0,0.273917334639611,0
83,1,1,340.5,"SZ",72,1,"Behavioural",NA,340.5,2012,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Reducing unwanted trauma memories by imaginal exposure or autobiographical memory elaboration: an analogue study of memory processes","Ehlers, Anke; Mauchnik, Jana; Handley, Rachel","anke.ehlers@kcl.ac.uk","10.1016/j.jbtep.2010.12.009","Web of Science","England","Europe",3,122,64,0.524590164,30.7834,"Between-subject",1,1,1,1,1,1,1,NA,1,1,1,10,"page 72","Memory elaboration group","Writing-based imagery re-experience","Decrease","Control group (word task)","Experimental task","Control (word task)","Imagery re-experience","Behavioural","Verbal","Direct","Task",40.5,41,81.5,"Immediate post","Picture stories","Viewing pictures stories","8 analogue “traumatic” + 8 neutral picture stories","14.66667min","Intrusion Frequency","Intrusion frequency","Intrusive memories interview (0-7 Likert scale)","Self-report questionnaire","4 weeks post trauma film","past 2 weeks","Retrospective","Not provided","Positive","Memory elaboration group reported fewer intrusion than control group in the interview",NA,NA,"Yes","Null",0.51,NA,1.07,1.02,NA,1.93,"-0.56",NA,NA,"0.032","0.029","eta squared",NA,NA,NA,NA,"Picture","No","Ehlers et al., 2012","Ehlers et al., 2012","Ehlers et al., 2012","Imagery re-experience",NA,NA,NA,NA,-1,"F(1,118) = 3.46",NA,NA,NA,0.324670165979367,0.0397955602590973,0.19948824591714,-0.0663267960182269,0.715667127976961,1.62751526781294,0.103627708635559,0.123218660110513,0,0.00128019833790388,0,-0.0002343555879116,0
94,1,1,375,"MMV & SZ",80,1,"Behavioural",NA,375,2017,"Unpublished","Dissertation",NA,"Reducing intrusive memories of real-world stimuli via memory reconsolidation","Marks, Elizabeth H.",NA,NA,"PsycInfo & ProQuest","USA","North america",4,173,98,0.566474,19.27,"Between-subject",1,1,0,1,1,1,0,NA,1,0,1,7,"Table 2, page 133","Pre-extinction neutral CS","Trauma reminder + extinction","Decrease","Pre-extinction scrambled CS","Experimental task","Trauma reminder + Extinction","Trauma reminder + extinction vs. Extinction","Behavioural","Imagery","Direct","Task",56,39,95,"Delayed post","Trauma film","Trauma film","1","10 minutes","Intrusion Frequency","Intrusion frequency","Telephone call","Self-report questionnaire","3rd day post trauma film",NA,"Retrospective","Sensory/thought combined","Null","Both conditions did not significantly in terms of intrusion frequency","cortisol, sAA","STAI-S","No",NA,0.96,NA,1.57,1.18333333333333,NA,1.62333333333333,"-0.35",NA,NA,NA,"Not provided","Not provided",NA,"Using telephone assessment",NA,NA,"Film","Yes","Marks, 2017","Marks, 2017","Marks, 2017","Trauma reminder + extinction vs. Extinction",NA,NA,NA,"2 days",-1,NA,NA,NA,NA,0.129220562620259,0.0319707565649808,0.178803681631506,-0.221234653377492,0.47967577861801,0.722695200910727,0.469867164639121,-0.346194366311405,0,0.00125631320997336,0,-0.0105101560318549,0
112,1,1,470,"MMV",96,1,"Brain Stimulation",NA,470,2019,"Published","Journal Article","Cognitive Therapy And Research","Does transcranial direct current stimulation affect post-stressor intrusive memories and rumination? an experimental analogue study","Voss, Maria; Ehring, Thomas; Wolkenstein, Larissa","Larissa.Wolkenstein@psy.lmu.de","10.1007/s10608-018-9976-8","Web of Science","Germany","Europe",3,118,118,1,23.32,"Between-subject",1,1,1,1,1,1,0,NA,1,1,1,9,"Table 2, page 541","Anodal TDCS","Anodal tdcs","Decrease","Sham TDCS","Experimental task","Placebo","Anodal tdcs","Neuromodulation",NA,NA,NA,40,40,80,"Pre","Trauma film","Trauma film","Not Reported","14 minutes","Intrusion Frequency","Intrusion frequency","Intrusive memories questionnaire","Self-report questionnaire","Same day post trauma film",NA,"Retrospective","Image/thought combined","Null","Both conditions did not significantly in terms of intrusion frequency",NA,"rumination","No",NA,3.93,NA,3.93,4.78,NA,5.75,"-0.85",NA,"Not reported","0.84","0.01","eta squared","How to classify the tdcs study as behavioural, neural etc? Used an intrusion questionnaire not previously used in other studies~ is this study eligible for our meta? Also do we code distress as it doesn't ask for distress associated with each intrusion; consult dr. hu on classification of study type, consult dr. hu about whether to code total ies-r/ies or just the intrusion subscale score; osf pre-registration; do we code for vividness or not include in the pre-reg",NA,NA,NA,"Film","No","Voss et al., 2019","Voss et al., 2019","Voss et al., 2019","Anodal tdcs",NA,NA,NA,NA,-1,NA,NA,NA,NA,0.17093,0.05018,0.224008928393491,-0.268127499651242,0.609987499651242,0.763049942811864,0.445433611492581,-0.273631130929314,0,0.0156472811257802,0,-0.119942208042915,0
113,1,1,474,"SZ",97,1,"Behavioural",NA,474,2008,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","The influence of data-driven versus conceptually-driven processing on the development of ptsd-like symptoms","Kindt, Merel; van den Hout, Marcel; Arntz, Arnoud; Drost, Jolijn","m.kindt@uva.nl","10.1016/j.jbtep.2007.12.003","Web of Science","Netherlands","Europe",2,34,35,0.17,20.7,"Between-subject",1,1,1,1,1,1,1,NA,0,1,1,9,"page 551, Table 1","Conceptual processing","Conceptual processing","Decrease","Data-driven processing","Experimental task","Data-driven processing","Conceptual vs. Data-driven processing","Behavioural","Verbal vs. Imagery","Direct","Task",20,14,34,"Immediate post","Trauma film","Trauma film","1","29min","Intrusion Frequency","Intrusion frequency","Re-experiencing symptom 100-mm Visual Analogue Scales (VAS)","Self-report questionnaire","Same day post trauma film","15min","Retrospective","Image/thought combined","Positive","More intrusions reported in the data-driven group than in the conceptual group",NA,"Negative evaluation of intrusions, suppression of intrusions","No",NA,30.15,NA,20.62,44.57,NA,28.64,"-14.42",NA,NA,"< 0.05","0.08","partial eta squared","Not sure why it uses F test",NA,NA,NA,"Film","No","Kindt et al., 2008, Exp. 1","Kindt et al., 2008","Kindt et al., 2008, Exp. 1","Conceptual vs. Data-driven processing",NA,NA,NA,NA,-1,"F(1, 32) = 2.93",NA,NA,NA,0.58175,0.12641,0.35554184001324,-0.115112006425949,1.27861200642595,1.63623499270392,0.101790415468331,0.65088106462238,0,0.0202827889886356,0,0.140996161298173,0
114,NA,NA,476,"SZ",97,2,"Behavioural",NA,476,2008,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","The influence of data-driven versus conceptually-driven processing on the development of ptsd-like symptoms","Kindt, Merel; van den Hout, Marcel; Arntz, Arnoud; Drost, Jolijn","m.kindt@uva.nl","10.1016/j.jbtep.2007.12.003","Web of Science","Netherlands","Europe",3,73,63,0.863013699,21.7,"Between-subject",1,1,1,1,1,1,1,NA,0,1,1,9,"page 554, Table 3","Conceptual processing","Conceptual processing","Decrease","Neutral processing (Irrelevant reading task)","Experimental task","Control (Irrelevant reading task)","Conceptual processing","Behavioural","Verbal","Direct","Task",25,24,49,"Peri","Trauma film","Trauma film","1","29min","Intrusion Frequency","Intrusion frequency","daily 100-mm Visual Analogue Scales (VAS)","Self-report questionnaire","Same day post trauma film","7 days","Retrospective","Image/thought combined","Null","No group differences on daily intrusion frequency",NA,"Negative evaluation of intrusions, suppression of intrusions","No",NA,17.2,NA,15.1,17.1,NA,16.8,"0.1",NA,NA,NA,"Not provided","Not provided",NA,NA,NA,NA,"Film","No","Kindt et al., 2008, Exp. 2","Kindt et al., 2008","Kindt et al., 2008, Exp. 2","Conceptual processing",NA,NA,NA,NA,1,"F(1, 47) = 0.57",NA,NA,NA,-0.00617,0.08167,0.285779635383629,-0.566298085351913,0.553958085351913,-0.0215900618380922,0.98277496118977,-0.663509851521212,0,0.0427297570574985,0,-0.201090796427301,0
117,NA,NA,486.5,"MMV",100,1,"Behavioural",NA,486.5,2020,"Published","Journal Article","Clinical Psychological Science","Do cognitive tasks reduce intrusive-memory frequency after exposure to analogue trauma? an experimental replication","Badawi, Amalia; Berle, David; Rogers, Kris; Steel, Zachary","david.berle@uts.edu.au","10.1177/2167702620906148","Web of Science","Australia","Australia",3,107,67,0.626168224,28.98,"Between-subject",1,1,1,1,1,1,1,0,0,1,1,9,"Page 17","Reactivation plus Tetris","Trauma reminder + tetris","Decrease","Reminder + No-task","Experimental task","Trauma reminder","Trauma reminder + tetris vs. Trauma reminder","Behavioural","Imagery","Direct + indirect","Task",33,34,67,"Immediate post","Trauma film","Trauma film","11","10.5 minutes","Intrusion Frequency","Intrusion frequency","Intrusion Questionnaire (Online)","Self-report questionnaire","Same day post trauma film",NA,"Retrospective","Image/thought combined","Positive","Reactivation + tetris condition had lower in lab intrusions than no-task.",NA,NA,"No",NA,1.35,0.31,1.787573858,4.71,0.89,5.189547186,"-3.83",NA,NA,"< .001","Not provided","Not provided","Not clear what tool they used to measure intrusion during manipulation~ is it retrospective or real-time; consult dr. hu",NA,NA,NA,"Film","No","Badawi et al., 2020","Badawi et al., 2020","Badawi et al., 2020","Trauma reminder + tetris vs. Trauma reminder",NA,NA,NA,NA,-1,NA,NA,NA,NA,0.835694930996921,0.0520792227433961,0.228208726264786,0.38840582751794,1.2829840344759,3.66197622972261,0.000250277086851256,1.43273057305572,0,0.0348074684245853,0,0.138937637424442,0
