"StudyID","ArticleCounter","ExperimentCounter","No.","CoderID","ArticleID","StudyNo","StudyType","Experimental_Drug","EffectSizeID","Year","PublicationStatus","PublicationType","Journal","Title","Author","CorrespondenceEmail","DOI","ArticleSource","Country_RegionofOrigin","Continent","SampleNo","SampleSize","Female","FemaleRatio","MeanAge","StudyDesign","IBASampleInfo","IBASampleRandomization","IBAInclusion","IBAExclusion","IBAManipulationInfo","IBADVInfo","IBABaselineTraumaHistory","IBADiaryCodingReliability","IBAAnalysisPlan","IBAPeerReviewed","IBATraumaManipulationCheck","TotalIBAScore","StatExtracted","ExperimentalCondition","Step1_ExperimentalCondition","Intrusion_Predicted_Direction","ComparisonCondition","ComparisonType","Step1_ComparisonCondition","Step2_Individual_technique","Step3_Technique_procedure","Step4_Hypothesized_mechanism","Step4a_Direct_Indirect_involvement","Step4b_Task_Instruction","ExperimentalConditionSampleSize","ComparisonConditionSampleSize","StudySampleSize","TimeOfManipulation","TraumaInductionStimuli","EncodingTask","StimuliNo.","StimuliDuration","DependentVariables","DependentVariablesType","DVTask","ModeOfMeasurement","TimeOfMeasurement","MeasurementDuration","Intrusion_Retro_or_RealTime","Intrusion_Content","ManipulationBeneficial","ResultSummary","PhysioMeasures","ClinicalSymptomMeasures","VoluntaryMemoryMeasure","VoluntaryMemoryDirection","Experimental_Mean","Experimental_SE","Experimental_SD","Comparison_Mean","Comparison_SE","Comparison_SD","GroupDifference","T.test","Z.test","pvalue","EffectSize","EffectSizeType","Notes_fromMo","Notes_fromSZ","DirectionSignSZ","DirectionSignMo","TraumaStimuliType","Physio_binary","Citation_ExpLevel","Citation","Citation_ExpLevel_Detailed","Level2_detailed","ManipulationDiff","TimeDiff","MeasurementDiff","DelayedInterval","sign","F.test","U.test","t.test","CohenD","yi","vi","yi_pos","se","Lower.Limit","Upper.Limit","Z.value","p.value","StudentizedResiduals","outliers","cooks","cooks_inf","DFBETAS","DFBETAS_inf"
43,NA,NA,185,"MMV",36,1,"Pharmacological","Clonidine",185,2016,"Published","Journal Article","Psychological Medicine","Influence of the noradrenergic system on the formation of intrusive memories in women: an experimental approach with a trauma film paradigm","Rombold, F.; Wingenfeld, K.; Renneberg, B.; Hellmann-Regen, J.; Otte, C.; Roepke, S.","felicitas.rombold@charite.de","10.1017/S0033291716001379","Web of Science","Germany","Europe",3,114,"114","1","23.27","Between-subject",1,1,1,1,1,1,0,1,1,1,0,9,"Page 6","Clonidine (noradregenic inhibitor)","Clonidine","Decrease","Placebo","Experimental task","Placebo","Clonidine","Pharmacological",NA,NA,NA,38,38,76,"Pre","Trauma film","Trauma film","1","14.67 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","4 days","Real Time",NA,"Null","Both conditions did not significantly in terms of diary intrusions distress.","Blood pressure, salivary corisol and alpha amylase","trait anxiety","No",NA,NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,"Not provided","Not provided",NA,NA,NA,NA,"Film","Yes","Rombold et al., 2016a","Rombold et al., 2016","Rombold et al., 2016a","Clonidine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,230,"MMV & SZ",45,1,"Pharmacological","Hydrocortisone",230,2017,"Published","Journal Article","European Neuropsychopharmacology","Repeated cortisol administration does not reduce intrusive memories - a double blind placebo controlled experimental study","Graebener, Alexandra Heike; Michael, Tanja; Holz, Elena; Lass-Hennemann, Johanna","t.michael@mx.uni-saarland.de","10.1016/j.euroneuro.2017.09.001","Web of Science","Germany","Europe",2,65,"65","1","21.95","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Figure 4, page 8","Hydrocortisone (exogenous cortisol)","Hydrocortisone","Decrease","Placebo","Experimental task","Placebo","Hydrocortisone","Pharmacological",NA,NA,NA,32,33,65,"Delayed post","Trauma film","Trauma film","3","11 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","2nd day post trauma film","3 days","Real Time","Image/thought/sound/emotion combined","Null","Both conditions did not significantly in terms of emotional distress","ECG, EDA, Cortisol","STAI-S","Yes","Null",3.795,0.42,2.36,3.505,0.465,2.665,"0.29",NA,NA,"0.368","Not provided","Not provided","Is the manipulation delayed or immediate post","Statistics extracted from Figure 4, error bar assumed to be se; Final result averaged from Mo and Shengzi's calculation
",NA,NA,"Film","Yes","Graebener et al., 2017","Graebener et al., 2017","Graebener et al., 2017","Hydrocortisone",NA,NA,NA,"24 hours, 2 days, 3 days",1,"F(1,42) = .828 (interaction effect, time and group)",NA,NA,NA,0.11372,0.06165,-0.11372,0.248299246,-0.60039033,0.372942715,-0.458011086,0.646944477,-0.732797745819723,0,0.00114484959276551,0,-0.0338791392789737,0
52,NA,NA,232,"MMV & SZ",45,1,"Pharmacological","Hydrocortisone",232,2017,"Published","Journal Article","European Neuropsychopharmacology","Repeated cortisol administration does not reduce intrusive memories - a double blind placebo controlled experimental study","Graebener, Alexandra Heike; Michael, Tanja; Holz, Elena; Lass-Hennemann, Johanna","t.michael@mx.uni-saarland.de","10.1016/j.euroneuro.2017.09.001","Web of Science","Germany","Europe",2,65,"65","1","21.95","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"page 8, 3.3.2","Hydrocortisone (exogenous cortisol)","Hydrocortisone","Decrease","Placebo","Experimental task","Placebo","Hydrocortisone","Pharmacological",NA,NA,NA,32,33,65,"Delayed post","Trauma film","Trauma film","3","11 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion triggering task","Lab-based intrusion monitoring task","4th day post trauma film","3 minutes","Retrospective","Image/thought/sound/emotion combined","Null","Both conditions did not significantly in terms of emotional distress","ECG, EDA, Cortisol","STAI-S","Yes","Null",3.44,NA,2.75,2.77,NA,2.79,"0.67",NA,NA,"0.356","Not provided","Not provided","Is the manipulation delayed or immediate post",NA,NA,NA,"Film","Yes","Graebener et al., 2017","Graebener et al., 2017","Graebener et al., 2017","Hydrocortisone",NA,NA,NA,"24 hours, 2 days, 3 days",1,"F(1,59) = .867 (interaction effect, time and group)",NA,NA,NA,0.23895,0.06199,-0.23895,0.248982412,-0.726956283,0.249054773,-0.959709375,0.337201503,-1.14809122920582,0,0.00688018366831278,0,-0.0836502172693824,0
87,NA,NA,358,"SZ",75,1,"Pharmacological","Oxytocin",358,2021,"Published","Journal Article","Behaviour Research And Therapy","The effect of attachment security priming and oxytocin on physiological responses to trauma films and subsequent intrusions","Karl, Anke; Carnelley, Katherine B.; Arikan, Gizem; Baldwin, David S.; Heinrichs, Markus; Stopa, Lusia","a.karl@exeter.ac.uk","10.1016/j.brat.2021.103845","PsycInfo & ProQuest","England","Europe",4,99,"70","0.707070707","21.21","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 1, page 8 ","Oxytocin + Neutral priming (Irrelevant writing task)","Oxytocin + control (irrelevant writing task)","Decrease","Placebo + Neutral priming (Irrelevant writing task)","Experimental task","Placebo + Control (Irrelevant writing task)","Oxytocin","Pharmacological",NA,NA,NA,24,25,49,"Pre","Trauma film","Trauma film","3","4min","Mean Emotional Distress","Intrusion-related distress","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time",NA,"Null","No group difference on diary distress between OT + neutral priming and PL + neutral priming group","Heart rate response; Skin conductance level",NA,"No",NA,1.3,NA,1.09,1.13,NA,0.98,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Film","Yes","Karl et al., 2021","Karl et al., 2021","Karl et al., 2021","Oxytocin",NA,NA,NA,NA,1,NA,NA,NA,NA,0.16157,0.08193,-0.16157,0.286239476,-0.722597733,0.399461012,-0.564451706,0.572446758,-0.809595447282401,0,0.0124492234300941,0,-0.110370582433297,0
120,NA,NA,501,"MMV & SZ",103,1,"Pharmacological","Propranolol",501,2020,"Published","Journal Article","Psychological Medicine","Reduction in the occurrence of distressing involuntary memories following propranolol or hydrocortisone in healthy women","Kamboj, Sunjeev K.; Gong, An Tong; Sim, ZhiHui; Rashid, Adrihani A.; Baba, Ami; Iskandar, Georges; Das, Ravi K.; Curran, H. Valerie","sunjeev.kamboj@ucl.ac.uk","10.1017/S0033291719001028","Web of Science","England","Europe",3,88,"88","1","23.5341","Between-subject",0.5,1,1,1,1,1,1,0,1,1,1,9.5,"Reported by researcher via email","Propranolol","Propranolol","Decrease","Placebo","Experimental task","Placebo","Propranolol","Pharmacological",NA,NA,NA,24,28,52,"Immediate post","Trauma film","Trauma film","2","15 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Real Time",NA,"Null","Both conditions did not significantly in terms of emotional distress","HR, Cortisol, eye tracking",NA,"Yes","Null",2.8754,NA,0.97443,3.6207,NA,0.929,"-0.7453",NA,NA,NA,"Not provided","Not provided","Reported by researcher via email","Figure S2. Only predicted mean was drawn. Unlikely to draw raw mean/SD from plot",NA,NA,"Film","Yes","Kamboj et al., 2019","Kamboj et al., 2019","Kamboj et al., 2019","Propranolol",NA,NA,NA,NA,-1,NA,NA,NA,NA,-0.77255,0.08312,0.77255,0.288305014,0.207475202,1.337630857,2.679637856,0.007370185,1.98394857048527,1,0.0395724565280528,0,0.204260618254451,0
120,NA,NA,502,"MMV & SZ",103,1,"Pharmacological","Hydrocortisone",502,2020,"Published","Journal Article","Psychological Medicine","Reduction in the occurrence of distressing involuntary memories following propranolol or hydrocortisone in healthy women","Kamboj, Sunjeev K.; Gong, An Tong; Sim, ZhiHui; Rashid, Adrihani A.; Baba, Ami; Iskandar, Georges; Das, Ravi K.; Curran, H. Valerie","sunjeev.kamboj@ucl.ac.uk","10.1017/S0033291719001028","Web of Science","England","Europe",3,88,"88","1","23.5341","Between-subject",0.5,1,1,1,1,1,1,0,1,1,1,9.5,"Reported by researcher via email","Hydrocortisone","Hydrocortisone","Decrease","Placebo","Experimental task","Placebo","Hydrocortisone","Pharmacological",NA,NA,NA,25,28,53,"Immediate post","Trauma film","Trauma film","2","15 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Real Time",NA,"Null","Both conditions did not significantly in terms of emotional distress","HR, Cortisol, eye tracking",NA,"Yes","Null",3.3232,NA,1.20865,3.6207,NA,0.929,"-0.2975",NA,NA,NA,"Not provided","Not provided","Reported by researcher via email","Figure S2. Only predicted mean was drawn. Unlikely to draw raw mean/SD from plot",NA,NA,"Film","Yes","Kamboj et al., 2019","Kamboj et al., 2019","Kamboj et al., 2019","Hydrocortisone",NA,NA,NA,NA,-1,NA,NA,NA,NA,-0.27399,0.07642,0.27399,0.276446196,-0.267844343,0.815824744,0.991115829,0.321629025,0.483502408977722,0,0.00023868276651366,0,-0.015340335487831,0
134,NA,NA,581,"MMV",116,1,"Pharmacological","Losartan (angiotensin-II antagonist)",581,2020,"Published","Journal Article","Neuropsychopharmacology","Angiotensin involvement in trauma processing-exploring candidate neurocognitive mechanisms of preventing post-traumatic stress symptoms","Shkreli, Lorika; Woud, Marcella Lydia; Ramsbottom, Roger; Rupietta, Aleksandra Ewa; Waldhauser, Gerd Thomas; Kumsta, Robert; Reinecke, Andrea","andrea.reinecke@psych.ox.ac.uk","10.1038/s41386-019-0553-y","Web of Science","England","Europe",2,40,"26","0.65","25.85","Between-subject",1,1,1,1,1,1,1,0,0,1,1,9,"Page 5","Losartan (angiotensin-II antagonist)","Losartan","Decrease","Placebo","Experimental task","Placebo","Losartan","Pharmacological",NA,NA,NA,20,20,40,"Pre","Trauma film","Trauma film","26","19 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","4 days","Real Time",NA,"Null","Both conditions did not significantly in terms of emotional distress","HR, HRV","PTCI, state anxiety, PCL-5","Yes","Null",34.56,NA,20.55,40.75,NA,19.53,"-6.19","t(38)=0.98",NA,"0.34","0.31","Cohen's d",NA,NA,NA,NA,"Film","Yes","Shkreli et al., 2019","Shkreli et al., 2019","Shkreli et al., 2019","Losartan",NA,NA,NA,NA,-1,NA,NA,-0.98,-0.31,-0.30264,0.10114,0.30264,0.318032848,-0.320703678,0.925985086,0.951602031,0.341298851,0.523950865094342,0,0.00318809354664879,0,0.0562101919408118,0
146,NA,NA,635,"SZ",127,1,"Pharmacological","Placebo",635,2022,"Published","Journal Article","Behaviour Research And Therapy","Can placebos prevent intrusive memories?","Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P. ","kube@uni-landau.de","10.1016/j.brat.2022.104197","PSYARXIV","Germany","Europe",3,112,"72","0.643","26.26","Between-subject",1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6","Deceptive placebo ","Deceptive placebo ","Decrease","No-treatment control","No-task","No-task","Deceptive placebo","Pharmacological",NA,NA,NA,38,38,76,"Immediate + delayed post","Trauma film","Trauma film","4","12.65min","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Real Time",NA,"Null","No group differences were found",NA,NA,"No",NA,3.28,NA,1.28,3.53,NA,1.34,"-0.25",NA,NA,NA,"Not provided","Not provided",NA,NA,NA,NA,"Film","No","Kube et al., 2022","Kube et al., 2022","Kube et al., 2022","Deceptive placebo",NA,NA,NA,NA,-1,NA,NA,NA,NA,-0.18885,0.05287,0.18885,0.229926529,-0.261807658,0.639504334,0.821342103,0.411451432,0.251494712531735,0,0.00244409908265402,0,-0.0487842566976541,0
146,NA,NA,636,"SZ",127,1,"Pharmacological","Placebo",636,2022,"Published","Journal Article","Behaviour Research And Therapy","Can placebos prevent intrusive memories?","Kube, T., Kirsch, I., Glombiewski, J., & Herzog, P. ","kube@uni-landau.de","10.1016/j.brat.2022.104197","PSYARXIV","Germany","Europe",3,112,"72","0.643","26.26","Between-subject",1,1,1,1,1,1,0,0,1,1,1,9,"Table 2, page 6","Open-label placebo ","Open-label placebo ","Decrease","No-treatment control","No-task","No-task","Open-label placebo","Pharmacological",NA,NA,NA,36,38,74,"Immediate + delayed post","Trauma film","Trauma film","4","12.65min","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Real Time",NA,"Null","No group differences were found",NA,NA,"No",NA,2.84,NA,0.98,3.53,NA,1.34,"-0.69",NA,NA,NA,"Not provided","Not provided",NA,NA,NA,NA,"Film","No","Kube et al., 2022","Kube et al., 2022","Kube et al., 2022","Open-label placebo",NA,NA,NA,NA,-1,NA,NA,NA,NA,-0.57921,0.05636,0.57921,0.237403396,0.113901888,1.0445232,2.439782049,0.014696125,1.59627086227851,0,0.028141585594643,0,0.170540340393486,0
159,NA,NA,680,"SZ",139,1,"Pharmacological","Oxytocin",680,2023,"Published","Journal Article","Translational Psychiatry","Oxytocin vs. placebo effects on intrusive memory consolidation using a trauma film paradigm: a randomized, controlled experimental study in healthy women","Maslahati, Tolou; Wingenfeld, Katja; Hellmann-Regen, Julian; Kraft, Julia; Lyu, Jing; Keinert, Marie; Voß, Aline; Cho, An Bin; Ripke, Stephan; Otte, Christian; Schultebraucks, Katharina; Roepke, Stefan","tolou.maslahati@charite.de","10.1038/s41398-023-02339-z","Pubmed","Germany","Europe",2,202,"202","1","25.14","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Obtained from authors","Oxytocin","Oxytocin","Decrease","Placebo","Experimental task","Placebo","Oxytocin","Pharmacological",NA,NA,NA,101,101,202,"Immediate post","Trauma film","Trauma film","1","14.66min","Mean Emotional Distress","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","4 days","Real Time","Image",NA,"Not reported",NA,NA,"No",NA,2.37,NA,1,2.29,NA,0.87,"0.08",NA,"Not provided",NA,"Not provided",NA,"Contacted","Distress scores were measured but not reported; Missing data, contact author",NA,NA,"Film","No","Maslahati et al., 2023","Maslahati et al., 2023","Maslahati et al., 2023","Oxytocin",NA,NA,NA,NA,1,NA,NA,NA,NA,0.08503,0.01982,-0.08503,0.14078309,-0.360969797,0.190899917,-0.604013875,0.545834417,-0.867963230328499,0,0.0283898569248073,0,-0.16743496736683,0
